PairID,Category,Model,Feasible,ISER_%,CNME_%,MDEF_%,TRR,ETTP_%,MinClearance_m
32,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,27.5,0.0,4.1
32,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,28.04,-2.83,4.1
32,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
32,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
32,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,30.18,-10.07,4.1
33,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,29.85,0.0,4.1
33,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,31.24,-4.27,4.1
33,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
33,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
33,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,32.75,-9.12,4.1
34,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,49.61,0.0,4.1
34,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,56.07,-11.35,4.1
34,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
34,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
34,Arterial->Arterial,RoadFit-X (Exploratory),0,,,,,,
35,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,26.25,0.0,4.1
35,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,26.45,-0.31,4.1
35,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
35,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
35,Arterial->Residential,RoadFit-X (Exploratory),0,,,,,,
36,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,99.29,26.26,0.0,4.1
36,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,99.24,27.77,-6.64,4.1
36,Residential->Residential,RoadFit-X (Strict),0,,,,,,
36,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
36,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,99.21,29.1,-10.9,4.1
37,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,24.54,0.0,4.1
37,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,25.2,-1.85,4.1
37,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
37,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
37,Arterial->Arterial,RoadFit-X (Exploratory),0,,,,,,
38,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,21.55,0.0,4.1
38,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,25.07,-13.17,4.1
38,Residential->Residential,RoadFit-X (Strict),0,,,,,,
38,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
38,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,26.28,-18.57,4.1
39,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,99.69,26.65,0.0,4.1
39,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,26.97,-0.4,4.1
39,Residential->Residential,RoadFit-X (Strict),0,,,,,,
39,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
39,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,99.68,27.76,-4.47,4.1
40,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,36.56,0.0,4.1
40,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,71.85,0.0,4.1
40,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
40,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
40,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,100.0,89.5,0.0,4.1
41,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,39.12,0.0,4.1
41,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,36.31,7.93,4.1
41,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
41,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
41,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,16.47,-16.07,4.1
42,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,31.71,0.0,4.1
42,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,38.78,2.3,4.1
42,Residential->Residential,RoadFit-X (Strict),0,,,,,,
42,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
42,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,34.71,-7.74,4.1
43,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,25.3,0.0,4.1
43,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,99.62,27.15,-6.55,4.1
43,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
43,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
43,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,99.56,30.62,-18.26,4.1
44,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,87.52,29.4,0.0,4.1
44,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,99.62,32.87,-9.4,4.1
44,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
44,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
44,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,31.85,-7.27,4.1
45,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,87.11,30.88,0.0,4.1
45,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,87.11,30.72,0.0,4.1
45,Residential->Residential,RoadFit-X (Strict),0,,,,,,
45,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
45,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,86.2,32.76,-6.59,4.1
46,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,32.76,0.0,4.1
46,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,39.68,-17.44,4.1
46,Residential->Residential,RoadFit-X (Strict),0,,,,,,
46,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
46,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,40.14,-18.31,4.1
47,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,99.32,24.9,0.0,4.1
47,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,99.3,25.85,-2.78,4.1
47,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
47,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
47,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,99.27,26.52,-5.97,4.1
48,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,31.41,0.0,4.1
48,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,31.24,0.0,4.1
48,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
48,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
48,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,31.78,-1.42,4.1
49,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,39.41,0.0,4.1
49,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,40.39,-2.07,4.1
49,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
49,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
49,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,39.5,0.0,4.1
50,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,24.21,0.0,4.1
50,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,23.69,2.67,4.1
50,Residential->Residential,RoadFit-X (Strict),0,,,,,,
50,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
50,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,31.56,-24.11,4.1
51,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,46.1,0.0,4.1
51,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,23.82,0.0,4.1
51,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
51,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
51,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,90.4,0.0,4.1
52,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,57.31,0.0,4.1
52,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,1.52,0.0,4.1
52,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
52,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
52,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,1.42,0.0,4.1
53,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,67.34,0.0,4.1
53,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,65.39,2.92,4.1
53,Residential->Residential,RoadFit-X (Strict),0,,,,,,
53,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
53,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,70.76,-4.92,4.1
54,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,99.72,38.87,0.0,4.1
54,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,34.52,-7.53,4.1
54,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
54,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
54,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,91.66,39.73,-1.98,4.1
55,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,54.96,0.0,4.1
55,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,99.3,48.37,-8.14,4.1
55,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
55,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
55,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,100.0,55.17,0.0,4.1
56,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,20.24,0.0,4.1
56,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,20.2,0.0,4.1
56,Residential->Residential,RoadFit-X (Strict),0,,,,,,
56,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
56,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
57,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,27.01,0.0,4.1
57,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,27.27,-1.39,4.1
57,Residential->Residential,RoadFit-X (Strict),0,,,,,,
57,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
57,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
58,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,99.86,21.19,0.0,4.1
58,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,99.85,22.11,-2.75,4.1
58,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
58,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
58,Arterial->Residential,RoadFit-X (Exploratory),0,,,,,,
59,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,61.29,0.0,4.1
59,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,63.74,-3.55,4.1
59,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
59,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
59,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,100.0,78.46,-22.23,4.1
60,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,90.65,22.36,0.0,4.1
60,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,22.73,-1.2,4.1
60,Residential->Residential,RoadFit-X (Strict),0,,,,,,
60,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
60,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
61,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,98.2,0.99,0.0,4.1
61,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,98.2,51.06,0.0,4.1
61,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
61,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
61,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,98.2,151.0,0.0,4.1
62,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,83.66,80.7,0.0,4.1
62,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,83.66,80.79,0.0,4.1
62,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
62,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
62,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,83.54,1.55,-0.76,4.1
63,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,42.14,0.0,4.1
63,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,47.64,-11.52,4.1
63,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
63,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
63,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,44.69,-5.4,4.1
64,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,87.58,29.41,0.0,4.1
64,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,87.48,29.93,-0.76,4.1
64,Residential->Residential,RoadFit-X (Strict),0,,,,,,
64,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
64,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,87.39,29.86,-1.5,4.1
65,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,59.37,0.0,4.1
65,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,61.24,-3.61,4.1
65,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
65,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
65,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,57.87,2.02,4.1
66,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,29.89,0.0,4.1
66,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,29.44,2.24,4.1
66,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
66,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
66,Arterial->Residential,RoadFit-X (Exploratory),0,,,,,,
67,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,35.91,0.0,4.1
67,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,33.66,7.23,4.1
67,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
67,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
67,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,34.15,5.25,4.1
